# Three of these six are live in any one game -- the seed
# decides which. Written by hints.py from clauses.py; see
# hints.py on why the sentences are unique and what they
# assert is not.
# landmark	descriptor	sentence
Sviyazhsk Assumption Monastery	a_president_who_governs	REPORT. Taken from a doctor's receptionist, who was reluctant: there was one portrait in every room and it was the same man.
Sviyazhsk Assumption Monastery	far_from_the_equator	STATEMENT. A cleaner at the terminus will swear to this and to nothing else: the seasons there are the four proper ones, and they said so twice.
Sviyazhsk Assumption Monastery	in_eurasia	WIRE. From a bar steward, unconfirmed: the postmark was from deep in the Eurasian continent.
Sviyazhsk Assumption Monastery	long_dark_winter	STATEMENT. A bookseller will swear to this and to nothing else: the summer nights up there never go properly dark.
Sviyazhsk Assumption Monastery	protected_only_recently	WIRE. From a night porter, unconfirmed: the protection on it is younger than the argument about whether it deserved it.
Sydney Opera House	at_sea_level	STATEMENT. A schoolmaster on holiday will swear to this and to nothing else: there was salt on the windows a mile inland.
Sydney Opera House	in_oceania	RUMOUR. A postal sorter has been paid twice for this and it has not changed: the manifest had her going out over the ocean and not coming back.
Sydney Opera House	south_of_the_line	SIGHTING. A stringer for the wire service saw a woman answering the description. The year was running backwards to ours, summer where we have winter.
Sydney Opera House	thick_with_visitors	STATEMENT. A tailor, who has no reason to invent it, says there were more people there than anywhere she has been this month.
Sydney Opera House	water_at_its_feet	REPORT. Taken from a nun, who was reluctant: the place stands on water and the water is half of it.
Sydney Opera House	within_living_memory	STATEMENT. A locksmith will swear to this and to nothing else: it is modern, whatever the postcards imply.
Table Mountain	a_mountain	RUMOUR. They are saying, on the word of a lighthouse keeper, that they had to look up a long way to see the top of it.
Table Mountain	a_prime_minister_not_a_president	HEARSAY. A ferry hand told it to somebody who told us. The person who runs that country is answerable to a chamber, daily.
Table Mountain	in_africa	HEARSAY. A museum guard told it to somebody who told us. Her ticket had been issued at a desk in Africa.
Table Mountain	south_of_the_line	STATEMENT. A customs officer off duty, who has no reason to invent it, says the moon was the wrong way up.
Table Mountain	the_old_empire_in_common	RUMOUR. They are saying, on the word of a nurse coming off shift, that the forms they filled in were laid out exactly like the forms at home.
Table Mountain	traffic_keeps_left	NOTE. Left for us by a woman selling flowers. They had to be told twice which way to look before crossing.
Tabriz Bazaar	a_president_who_governs	REPORT. Taken from a nurse coming off shift, who was reluctant: the man on the office wall runs the country and is not decoration.
Tabriz Bazaar	in_asia	NOTE. Left for us by a printer's apprentice. Her ticket was issued somewhere in Asia.
Tabriz Bazaar	in_the_african_union	WIRE. From a signalman, unconfirmed: there was a Union pennant beside the national one on the ministry.
Tabriz Bazaar	in_the_islamic_conference	STATEMENT. A cook, who has no reason to invent it, says the conference's emblem was on the ministry gate.
Tabriz Bazaar	protected_only_recently	RUMOUR. They are saying, on the word of a schoolmaster on holiday, that it was listed recently enough that the old guidebooks call it nothing in particular.
Tabriz Bazaar	two_traditions_met_here	REPORT. A watchmaker states that somebody conquered somebody there and then they built together.
Tadrart Acacus	a_dug_site	WIRE. From a cook, unconfirmed: there were students on their knees with trowels and small brushes.
Tadrart Acacus	a_mountain	SIGHTING. A woman selling flowers puts her there. They had to look up a long way to see the top of it.
Tadrart Acacus	in_africa	HEARSAY. A road mender told it to somebody who told us. The stamps she bought were African and they kept one.
Tadrart Acacus	in_the_arab_league	REPORT. Taken from a waiter who served her twice, who was reluctant: the newspapers on the stand were in the script of the League.
Tadrart Acacus	in_the_islamic_conference	REPORT. Taken from a hall porter, who was reluctant: the banks shut at midday on a day our banks are busy.
Tadrart Acacus	protected_in_the_eighties_or_nineties	RUMOUR. A railway guard has been paid twice for this and it has not changed: the plaque is of that period when everything was set in a particular sans-serif.
Taj Mahal	a_federation_of_states	SIGHTING. A stringer for the wire service saw a woman answering the description. The law changed under her when she crossed a line inside the country.
Taj Mahal	graves	SIGHTING. A scene-shifter puts her there. The whole place is somebody's grave, and a grand one.
Taj Mahal	somebody_made_this_by_hand	HEARSAY. A hotel telephonist told it to somebody who told us. You could see the tool marks if you got close, and they did.
Taj Mahal	the_old_empire_in_common	STATEMENT. A railway guard will swear to this and to nothing else: the road markings were laid out the way ours are.
Taj Mahal	thick_with_visitors	SIGHTING. A scene-shifter puts her there. The queue was an hour long and she stood in all of it.
Taj Mahal	water_at_its_feet	WIRE. From a photographer touting for trade, unconfirmed: there were boats tied up within sight of where she stood.
Tajín Veracruz	a_dug_site	STATEMENT. A hotel maid, who has no reason to invent it, says everything coming out of the ground was going into labelled trays.
Tajín Veracruz	a_federation_of_states	HEARSAY. A barber told it to somebody who told us. The law changed under her when she crossed a line inside the country.
Tajín Veracruz	a_president_who_governs	REPORT. Taken from a customs officer off duty, who was reluctant: the man on the office wall runs the country and is not decoration.
Tajín Veracruz	in_north_america	REPORT. A railway guard states that her ticket was issued somewhere in North America.
Tajín Veracruz	in_the_american_states	SIGHTING. A lighthouse keeper saw a woman answering the description. The country belongs to the organisation of the Americas and the paperwork shows it.
Tajín Veracruz	protected_in_the_eighties_or_nineties	SIGHTING. A nurse coming off shift saw a woman answering the description. The file on it starts in the eighties and the earlier pages are missing.
Takalik Abaj	a_dug_site	RUMOUR. A priest who would not give his name has been paid twice for this and it has not changed: there were open trenches with string and numbered pegs across them.
Takalik Abaj	a_garden	HEARSAY. A night porter told it to somebody who told us. The planting was laid out by somebody with a plan and a budget.
Takalik Abaj	a_national_park	RUMOUR. A nurse coming off shift has been paid twice for this and it has not changed: the boundary was on the map in green and enforced.
Takalik Abaj	in_north_america	SIGHTING. A baggage handler puts her there. They followed her as far as North America and there it stops.
Takalik Abaj	in_the_american_states	RUMOUR. A postal sorter has been paid twice for this and it has not changed: the flags outside the ministry included the one for the hemisphere's assembly.
Takalik Abaj	protected_only_recently	NOTE. Left for us by a watchmaker. The protection on it is younger than the argument about whether it deserved it.
Takht-e Soleyman	a_castle	HEARSAY. A nurse coming off shift told it to somebody who told us. There was a keep with arrow slits and a stair going the wrong way round.
Takht-e Soleyman	a_dug_site	WIRE. Relayed by an ambulance driver and not yet checked: there were students on their knees with trowels and small brushes.
Takht-e Soleyman	a_temple_or_pagoda	NOTE. Left for us by a money changer. There was incense on everything, including the man who saw her.
Takht-e Soleyman	somebody_made_this_by_hand	RUMOUR. They are saying, on the word of a nurse coming off shift, that whatever it is, a person made it, and made it better than they had to.
Takht-e Soleyman	something_famous_happened_here	NOTE. Left for us by a hotel maid. The guide spent their whole talk on one afternoon in the place's history.
Takht-e Soleyman	thin_air	NOTE. Left for us by a photographer touting for trade. The climb left them wheezing, and they are not an old person.
Taklamakan	dry_country	STATEMENT. A locksmith, who has no reason to invent it, says everything they ate there had been carried in.
